STT;Mã;Tên công ty;Sàn;Phân ngành - L1;Phân ngành - L2;Phân ngành - L3;Phân ngành - L4;Phân ngành - L5;"Vốn hóa
(tỷ VNĐ)"
1.018;BVG;Group Bắc Việt;UPCoM;Nguyên vật liệu;Tài nguyên Cơ bản;Kim loại;Thép và sản phẩm thép;Sản xuất, chế biến thép;21
1.019;MHL;Minh Hữu Liên;UPCoM;Nguyên vật liệu;Tài nguyên Cơ bản;Kim loại;Thép và sản phẩm thép;Sản xuất, chế biến thép;17
1.020;TKG;SX và T.Mại Tùng Khánh;HNX;Nguyên vật liệu;Tài nguyên Cơ bản;Kim loại;Thép và sản phẩm thép;Sản xuất, chế biến thép;15
1.021;MIM;Khoáng sản và Cơ khí;UPCoM;Nguyên vật liệu;Tài nguyên Cơ bản;Khai khoáng;Khai khoáng;Khai khoáng;14
1.022;HLA;Hữu Liên Á Châu;UPCoM;Nguyên vật liệu;Tài nguyên Cơ bản;Kim loại;Thép và sản phẩm thép;Sản xuất, chế biến thép;14
1.023;DPS;Đầu tư Phát triển Sóc Sơn;UPCoM;Nguyên vật liệu;Tài nguyên Cơ bản;Kim loại;Thép và sản phẩm thép;Thương mại (Bán buôn) sắt thép;9
1.024;VDB;Vận tải và CB Than Đông Bắc;UPCoM;Nguyên vật liệu;Tài nguyên Cơ bản;Khai khoáng;Khai thác Than;Khai thác Than;8
1.025;NHV;Đầu tư NHV;UPCoM;Nguyên vật liệu;Tài nguyên Cơ bản;Kim loại;Kim Loại màu;Kim Loại màu;4
1.026;BCB;Công ty 397;UPCoM;Nguyên vật liệu;Tài nguyên Cơ bản;Khai khoáng;Khai thác Than;Khai thác Than;4
1.027;MCH;Hàng Tiêu Dùng MaSan;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Nguyên liệu chế biến, dầu ăn, gia vị (bột nở, hương liệu, etc);151.439
1.028;VNM;VINAMILK;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Sản phẩm từ sữa;142.117
1.029;MSN;Tập đoàn Masan;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Thực phẩm chế biến;111.041
1.030;SAB;SABECO;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Sản xuất bia;Sản xuất bia;71.182
1.031;QNS;Đường Quảng Ngãi;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Đường;17.944
1.032;VHC;Thủy sản Vĩnh Hoàn;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;15.891
1.033;IDP;Sữa Quốc tế LOF;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Sản phẩm từ sữa;15.457
1.034;VSF;Vinafood 2;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Tinh bột, rau có chất béo;15.224
1.035;KDC;Tập đoàn KIDO;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Nguyên liệu chế biến, dầu ăn, gia vị (bột nở, hương liệu, etc);14.838
1.036;HAG;Hoàng Anh Gia Lai;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Trồng ngũ cốc, rau, trái cây & hạt;10.733
1.037;SBT;Mía đường Thành Thành Công - Biên Hòa;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Đường;9.293
1.038;DBC;Tập đoàn DABACO;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Thức ăn gia súc;9.270
1.039;BHN;HABECO;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Sản xuất bia;Sản xuất bia;8.878
1.040;MML;Masan MEATLife;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Động vật giết mổ và chế biến;8.536
1.041;MPC;Thủy sản Minh Phú;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;6.525
1.042;VCF;VinaCafé Biên Hòa;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Đồ uống & giải khát;Cafe;5.887
1.043;HNG;Nông nghiệp Quốc tế HAGL;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Trồng ngũ cốc, rau, trái cây & hạt;5.510
1.044;BAF;Nông nghiệp BAF Việt Nam;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Chăn nuôi gia súc, gia cầm;5.414
1.045;SEA;SEAPRODEX;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;5.050
1.046;PAN;Tập đoàn PAN;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Thực phẩm chế biến;4.930
1.047;ANV;Thủy sản Nam Việt;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;4.333
1.048;MCM;Giống bò sữa Mộc Châu;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Sản phẩm từ sữa;3.982
1.049;VLC;Chăn nuôi Việt Nam;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Chăn nuôi gia súc, gia cầm;3.636
1.050;ASM;Tập đoàn Sao Mai;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;3.254
1.051;FMC;Thực phẩm Sao Ta;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;3.001
1.052;CMF;Thực phẩm Cholimex;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Nguyên liệu chế biến, dầu ăn, gia vị (bột nở, hương liệu, etc);2.471
1.053;IFS;Thực phẩm Quốc tế;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Đồ uống & giải khát;Nước trái cây;2.370
1.054;IDI;Đầu tư và PT Đa Quốc Gia;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;2.306
1.055;VOC;Dầu thực vật Việt Nam;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Nguyên liệu chế biến, dầu ăn, gia vị (bột nở, hương liệu, etc);2.132
1.056;SLS;Mía đường Sơn La;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Đường;1.723
1.057;APF;Nông sản Quảng Ngãi;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Tinh bột, rau có chất béo;1.694
1.058;HHC;Bánh kẹo Hải Hà;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Sô cô la, Bánh kẹo, bánh mỳ;1.692
1.059;SBB;Bia Sài Gòn Bình Tây;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Sản xuất bia;Sản xuất bia;1.556
1.060;VSN;VN Kỹ Nghệ Súc Sản (VISSAN);UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Động vật giết mổ và chế biến;1.476
1.061;NSC;Tập đoàn Giống cây trồng Việt Nam;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Hạt, cây giống thương mại;1.387
1.062;BCF;Thực phẩm Bích Chi;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Thực phẩm chế biến;1.356
1.063;CLX;XNK và Đầu tư Chợ Lớn (CHOLIMEX);UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Nguyên liệu chế biến, dầu ăn, gia vị (bột nở, hương liệu, etc);1.312
1.064;NAF;Nafoods Group;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Đồ uống & giải khát;Nước trái cây;1.157
1.065;SMB;Bia Sài Gòn - Miền Trung;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Sản xuất bia;Sản xuất bia;1.134
1.066;OCH;Khách sạn và Dịch vụ OCH;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Sô cô la, Bánh kẹo, bánh mỳ;1.120
1.067;NCG;Nova Consumer;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Thức ăn gia súc;1.026
1.068;LSS;Mía đường Lam Sơn;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Đường;946
1.069;HLB;Bia và NGK Hạ Long;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Sản xuất bia;Sản xuất bia;942
1.070;BSQ;Bia Sài Gòn - Quảng Ngãi;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Sản xuất bia;Sản xuất bia;923
1.071;BBC;Bánh kẹo BIBICA;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Sô cô la, Bánh kẹo, bánh mỳ;908
1.072;CMM;Camimex;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Hải sản chế biến và đóng gói;881
1.073;HNF;Bánh kẹo Hữu Nghị;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Sô cô la, Bánh kẹo, bánh mỳ;816
1.074;SKH;NGK Sanest Khánh Hòa;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Đồ uống & giải khát;Đồ uống không cồn khác;775
1.075;CMX;CAMIMEX Group;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;774
1.076;LTG;Tập đoàn Lộc Trời (BVTV An Giang);UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Trồng ngũ cốc, rau, trái cây & hạt;755
1.077;WSB;Bia Sài Gòn - Miền Tây;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Sản xuất bia;Sản xuất bia;738
1.078;SGC;Bánh phồng tôm Sa Giang;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Thực phẩm chế biến;732
1.079;SAF;Thực Phẩm SAFOCO;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Sô cô la, Bánh kẹo, bánh mỳ;716
1.080;SKV;NGK Yến sào Khánh Hòa;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Đồ uống & giải khát;Đồ uống không cồn khác;714
1.081;GCF;Thực phẩm G.C;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Thực phẩm chế biến;709
1.082;ACL;Thủy sản CL An Giang;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;597
1.083;DAT;ĐT Du lịch và PT Thủy sản;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;519
1.084;NCS;Suất ăn Hàng không Nội Bài;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Sô cô la, Bánh kẹo, bánh mỳ;476
1.085;SSC;Giống cây trồng Miền Nam;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Hạt, cây giống thương mại;468
1.086;ABT;Thủy sản Bến Tre;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;468
1.087;TFC;CTCP Trang;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Hải sản chế biến và đóng gói;433
1.088;BSL;Bia Sài Gòn - Sông Lam;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Sản xuất bia;Sản xuất bia;428
1.089;SJ1;Nông nghiệp Hùng Hậu;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;426
1.090;CTP;Minh Khang Capital Trading Public;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Đồ uống & giải khát;Cafe;423
1.091;KTC;Thương mại Kiên Giang;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Tinh bột, rau có chất béo;401
1.092;VHF;Chế biến lương thực Vĩnh Hà;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Tinh bột, rau có chất béo;391
1.093;HNM;HANOIMILK;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Sản phẩm từ sữa;389
1.094;BSH;Bia Sài Gòn - Hà Nội;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Sản xuất bia;Sản xuất bia;360
1.095;ANT;Rau quả thực phẩm An Giang;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Trái cây và rau quả chế biến;348
1.096;HVG;Thủy sản Hùng Vương;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;318
1.097;CMN;Colusa -  Miliket;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Thực phẩm chế biến;312
1.098;CFV;Cà phê Thắng Lợi;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Đồ uống & giải khát;Cafe;307
1.099;TAR;Nông nghiệp CN cao Trung An;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Trồng ngũ cốc, rau, trái cây & hạt;292
1.100;BMV;Bột mỳ Vinafood 1;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Nguyên liệu chế biến, dầu ăn, gia vị (bột nở, hương liệu, etc);286
1.101;QHW;Nước khoáng Quảng Ninh;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Đồ uống & giải khát;Nước đóng chai;284
1.102;BNA;Tập đoàn Đầu tư Bảo Ngọc;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Sô cô la, Bánh kẹo, bánh mỳ;282
1.103;LAF;Chế biến Hàng XK Long An;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Trái cây và rau quả chế biến;265
1.104;HNR;Cồn Rượu và Nước Giải Khát Hà Nội;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Vang & Rượu mạnh;Vang & Rượu mạnh;240
1.105;CCA;XNK Thuỷ sản Cần Thơ;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;226
1.106;FCS;Lương thực TP Hồ Chí Minh;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Tinh bột, rau có chất béo;217
1.107;KTS;Đường Kon Tum;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Đường;215
1.108;HAF;Thực phẩm Hà Nội;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Sô cô la, Bánh kẹo, bánh mỳ;192
1.109;THP;Thủy sản và TMại Thuận Phước;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;186
1.110;SPV;Thủy đặc sản;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;185
1.111;CAT;Thủy sản Cà Mau;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;179
1.112;CAN;Đồ hộp Hạ Long;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Thực phẩm chế biến;178
1.113;VDL;Thực phẩm Lâm Đồng;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Vang & Rượu mạnh;Vang & Rượu mạnh;176
1.114;CPA;Cà phê Phước An;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Đồ uống & giải khát;Cafe;168
1.115;TT6;Tien Thinh Group;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Trái cây và rau quả chế biến;167
1.116;HSL;Thực phẩm Hồng Hà;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Sô cô la, Bánh kẹo, bánh mỳ;166
1.117;BLT;Lương Thực Bình Định;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Tinh bột, rau có chất béo;161
1.118;FGL;Cà Phê Gia Lai;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Đồ uống & giải khát;Cafe;148
1.119;KHS;Thủy sản Kiên Hùng;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;148
1.120;PSL;Chăn nuôi Phú Sơn;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Chăn nuôi gia súc, gia cầm;139
1.121;HAT;TM Bia Hà Nội;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Sản xuất bia;Sản xuất bia;137
1.122;THB;Bia Hà Nội - Thanh Hóa;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Sản xuất bia;Sản xuất bia;131
1.123;SCD;Giải khát Chương Dương;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Đồ uống & giải khát;Nước trái cây;127
1.124;BSP;Bia Sài Gòn - Phú Thọ;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Sản xuất bia;Sản xuất bia;126
1.125;SNC;Thủy sản Năm Căn;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;115
1.126;EPC;Cà Phê Ea Pốk;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Đồ uống & giải khát;Cafe;105
1.127;BHG;Chè Biển Hồ;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Đồ uống & giải khát;Trà;98
1.128;SPD;Thủy sản Miền Trung;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;96
1.129;MCF;Cơ khí và Lương thực Thực phẩm;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Tinh bột, rau có chất béo;94
1.130;HBH;HABECO Hải Phòng;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Sản xuất bia;Sản xuất bia;88
1.131;BHK;Bia Hà Nội - Kim Bài;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Sản xuất bia;Sản xuất bia;87
1.132;HVA;Đầu tư HVA;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Chăn nuôi gia súc, gia cầm;82
1.133;AGF;Thủy sản An Giang;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;82
1.134;SPH;XNK Thủy sản Hà Nội;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;80
1.135;ILA;Công ty ILA;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Trồng Cà phê, trà, ca cao;78
1.136;SBL;Bia Sài Gòn - Bạc Liêu;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Sản xuất bia;Sản xuất bia;78
1.137;AAM;Thủy sản Mekong;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Nuôi trồng nông & hải sản;Nuôi trồng thủy hải sản;73
1.138;VTL;Vang Thăng Long;UPCoM;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Vang & Rượu mạnh;Vang & Rượu mạnh;68
1.139;AGM;XNK An Giang;HOSE;Hàng Tiêu dùng;Thực phẩm và đồ uống;Sản xuất thực phẩm;Thực phẩm;Tinh bột, rau có chất béo;67
1.140;HAD;Bia Hà Nội - Hải Dương;HNX;Hàng Tiêu dùng;Thực phẩm và đồ uống;Bia và đồ uống;Sản xuất bia;Sản xuất bia;66
